requirement_id,type,actor,requirement,priority,verification,source,legal_basis,control_id,owner_module,implementation_artifact,release_gate,status,acceptance_evidence,design_surface,api_operations,database_entities,privacy_security_review,approval_owner,residual_risk
FR-CAN-04,Functional,Candidate; Support,The platform shall provide a technical pre-check that does not consume an attempt.,Must,Pre-check scenario tests,BRD BR-007,"GDPR Arts 5, 6, 9, 12-22, 25, 28, 30, 32-36, 44-49 as applicable",CTRL-FR-CAN-04,Candidate Assessment Runtime,API + service + DB + automated acceptance test,G2 Functional readiness,Specified; evidence not yet supplied,Automated/manual evidence for Pre-check scenario tests,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/attempts/{attemptId}/prechecks,"hiring.*, runtime.*, evidence.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-CAN-05,Functional,Candidate; Support,"The pre-check shall test only assessment-relevant device, network, application and permission requirements and shall provide remediation guidance.",Must,Device matrix and minimisation review,"BRD 9.3, 14-15","GDPR Arts 5, 6, 9, 12-22, 25, 28, 30, 32-36, 44-49 as applicable",CTRL-FR-CAN-05,Candidate Assessment Runtime,API + service + DB + automated acceptance test,G2 Functional readiness,Specified; evidence not yet supplied,Automated/manual evidence for Device matrix and minimisation review,Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/attempts/{attemptId}/prechecks/latest,"hiring.*, runtime.*, evidence.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-CAN-06,Functional,Candidate; Support,"The controlled workspace shall restrict access to authorised resources, uploads, downloads, clipboard, applications and domains according to the immutable assessment configuration.",Must,Secure-workspace tests,"BRD 14, BR-008","GDPR Arts 5, 6, 9, 12-22, 25, 28, 30, 32-36, 44-49 as applicable",CTRL-FR-CAN-06,Candidate Assessment Runtime,API + service + DB + automated acceptance test,G2 Functional readiness,Specified; evidence not yet supplied,Automated/manual evidence for Secure-workspace tests,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/attempts/{attemptId}/start; GET /v2/attempts/{attemptId},"hiring.*, runtime.*, evidence.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-CAN-07,Functional,Candidate; Support,The workspace shall visibly indicate active monitoring and permissions and shall stop monitoring when the authorised session ends.,Must,Session termination and privacy tests,"BRD 14, 15.4","GDPR Arts 5, 6, 9, 12-22, 25, 28, 30, 32-36, 44-49 as applicable",CTRL-FR-CAN-07,Candidate Assessment Runtime,API + service + DB + automated acceptance test,G2 Functional readiness,Specified; evidence not yet supplied,Automated/manual evidence for Session termination and privacy tests,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"hiring.*, runtime.*, evidence.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-CAN-08,Functional,Candidate; Support,Candidate work shall auto-save within five seconds under normal conditions and support recovery after temporary network loss.,Must,Performance and recovery tests,"BRD 27.1-27.2, BR-017","GDPR Arts 5, 6, 9, 12-22, 25, 28, 30, 32-36, 44-49 as applicable",CTRL-FR-CAN-08,Candidate Assessment Runtime,API + service + DB + automated acceptance test,G2 Functional readiness,Specified; evidence not yet supplied,Automated/manual evidence for Performance and recovery tests,Role journey + normal/loading/empty/error/denied/expired/success states,PUT /v2/attempts/{attemptId}/responses/{itemId},"hiring.*, runtime.*, evidence.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-CAN-09,Functional,Candidate; Support,The candidate shall be able to report a technical incident without leaving the assessment workspace.,Must,Incident-reporting test,BRD BR-016,"GDPR Arts 5, 6, 9, 12-22, 25, 28, 30, 32-36, 44-49 as applicable",CTRL-FR-CAN-09,Candidate Assessment Runtime,API + service + DB + automated acceptance test,G2 Functional readiness,Specified; evidence not yet supplied,Automated/manual evidence for Incident-reporting test,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/attempts/{attemptId}/incidents,"hiring.*, runtime.*, evidence.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-CAN-10,Functional,Candidate; Support,System and plugin failures shall create technical incidents and shall not automatically reduce a candidate score.,Must,Failure injection and score-isolation tests,"BRD 13.3, 15.7","GDPR Arts 5, 6, 9, 12-22, 25, 28, 30, 32-36, 44-49 as applicable",CTRL-FR-CAN-10,Candidate Assessment Runtime,API + service + DB + automated acceptance test,G2 Functional readiness,Specified; evidence not yet supplied,Automated/manual evidence for Failure injection and score-isolation tests,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"hiring.*, runtime.*, evidence.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-CAN-11,Functional,Candidate; Support,"Submission shall validate required artifacts, prevent duplicate finalisation and produce a timestamped confirmation.",Must,Idempotency and confirmation tests,"BRD 9.4, 27.4","GDPR Arts 5, 6, 9, 12-22, 25, 28, 30, 32-36, 44-49 as applicable",CTRL-FR-CAN-11,Candidate Assessment Runtime,API + service + DB + automated acceptance test,G2 Functional readiness,Specified; evidence not yet supplied,Automated/manual evidence for Idempotency and confirmation tests,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/attempts/{attemptId}/submit,"hiring.*, runtime.*, evidence.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-CAN-12,Functional,Candidate; Support,"Candidates shall be able to view permitted status, exercise data rights and request human review or challenge inaccurate integrity evidence.",Must,Rights workflow acceptance tests,"BRD 7.4, 24.9, BR-032","GDPR Arts 5, 6, 9, 12-22, 25, 28, 30, 32-36, 44-49 as applicable",CTRL-FR-CAN-12,Candidate Assessment Runtime,API + service + DB + automated acceptance test,G2 Functional readiness,Specified; evidence not yet supplied,Automated/manual evidence for Rights workflow acceptance tests,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"hiring.*, runtime.*, evidence.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-AI-01,Functional,Candidate; Reviewer; CPF Super Admin,"The CPF AI copilot shall support contextual chat, task decomposition, document/code/data analysis, draft generation, error explanation, citations where applicable and role-specific tool invocation.",Must,Capability and safety evaluation,BRD 12.2,"EU AI Act Arts 8-20, 26, 72-73, 86; Annex III 4(a); GDPR Arts 5, 22, 25, 35",CTRL-FR-AI-01,AI and Plugin Orchestration,API + service + DB + automated acceptance test,G4 High-risk AI quality and oversight,Specified; evidence not yet supplied,Automated/manual evidence for Capability and safety evaluation,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/attempts/{attemptId}/ai/messages,"assessment.model_registry, assessment.prompt_versions, evidence.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-AI-02,Functional,Candidate; Reviewer; CPF Super Admin,"Each assessment shall configure the available model, system instructions, interaction limits, file/data access, internet state, plugins, execution permissions and logging requirements.",Must,Configuration enforcement tests,BRD 12.3,"EU AI Act Arts 8-20, 26, 72-73, 86; Annex III 4(a); GDPR Arts 5, 22, 25, 35",CTRL-FR-AI-02,AI and Plugin Orchestration,API + service + DB + automated acceptance test,G4 High-risk AI quality and oversight,Specified; evidence not yet supplied,Automated/manual evidence for Configuration enforcement tests,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"assessment.model_registry, assessment.prompt_versions, evidence.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-AI-03,Functional,Candidate; Reviewer; CPF Super Admin,"The AI gateway shall enforce tenant, candidate, attempt and assessment scope for every request.",Must,Scope and data-leak tests,"BRD 12.3, 26","EU AI Act Arts 8-20, 26, 72-73, 86; Annex III 4(a); GDPR Arts 5, 22, 25, 35",CTRL-FR-AI-03,AI and Plugin Orchestration,API + service + DB + automated acceptance test,G4 High-risk AI quality and oversight,Specified; evidence not yet supplied,Automated/manual evidence for Scope and data-leak tests,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/attempts/{attemptId}/ai/messages,"assessment.model_registry, assessment.prompt_versions, evidence.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
