schema,table,table_purpose,column,data_type,nullable,default,primary_key,foreign_key,unique,column_purpose,data_classification,special_category,tenant_scope,access_roles,lawful_basis_note,retention_rule,mutability,encryption,audit_event
assessment,competency_framework_versions,Immutable competency definitions,approved_by,uuid,Yes,,No,iam.users(id),No,Approved by,Internal operational data,No,Inherited/global; service policy required,Authorised role by tenant and purpose,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Entity lifecycle schedule,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
assessment,competency_framework_versions,Immutable competency definitions,approved_at,timestamptz,Yes,,No,,No,Approved timestamp,Internal operational data,No,Inherited/global; service policy required,Authorised role by tenant and purpose,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Entity lifecycle schedule,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
assessment,competency_framework_versions,Immutable competency definitions,created_at,timestamptz,No,now(),No,,No,Immutable record creation time in UTC,Internal operational data,No,Inherited/global; service policy required,Authorised role by tenant and purpose,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Entity lifecycle schedule,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
assessment,competency_frameworks,Competency framework identity,id,uuid,No,gen_random_uuid(),Yes,,No,Stable record identifier,Internal operational data,No,Direct tenant_id,Authorised role by tenant and purpose,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Entity lifecycle schedule,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
assessment,competency_frameworks,Competency framework identity,tenant_id,uuid,Yes,,No,tenant.organizations(id),Composite/Yes,Employer tenant isolation key,Internal operational data,No,Direct tenant_id,Authorised role by tenant and purpose,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Entity lifecycle schedule,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
assessment,competency_frameworks,Competency framework identity,code,text,No,,No,,Composite/Yes,Code,Internal operational data,No,Direct tenant_id,Authorised role by tenant and purpose,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Entity lifecycle schedule,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
assessment,competency_frameworks,Competency framework identity,name,text,No,,No,,No,Name,Internal operational data,No,Direct tenant_id,Authorised role by tenant and purpose,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Entity lifecycle schedule,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
assessment,competency_frameworks,Competency framework identity,owner_user_id,uuid,Yes,,No,iam.users(id),No,Owner user reference,Internal operational data,No,Direct tenant_id,Authorised role by tenant and purpose,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Entity lifecycle schedule,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
assessment,competency_frameworks,Competency framework identity,status,text,No,,No,,No,Controlled lifecycle state,Internal operational data,No,Direct tenant_id,Authorised role by tenant and purpose,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Entity lifecycle schedule,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
assessment,competency_frameworks,Competency framework identity,created_at,timestamptz,No,now(),No,,No,Immutable record creation time in UTC,Internal operational data,No,Direct tenant_id,Authorised role by tenant and purpose,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Entity lifecycle schedule,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
assessment,model_registry,Approved AI model versions and limitations,id,uuid,No,gen_random_uuid(),Yes,,No,Stable record identifier,Internal operational data,No,Inherited/global; service policy required,Authorised role by tenant and purpose,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Entity lifecycle schedule,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
